,W43_M1,W43_M1adj,W27_M1,W27_M1adj,W28_M1,W28_M1adj,W26_M1,W26_M1adj,W31_M1,W31_M1adj,W42_M1,W42_M1adj,W24_M1.1,W24_M1adj.1,W25_M1.2,W25_M1adj.2,W23_M1,W23_M1adj,W22_M1,W22_M1adj,W41_M1,W41_M1adj,W39_M1,W39_M1adj,W39_M2,W39_M2adj,W50_M1,W50_M1adj,W50_M2,W50_M2adj,W34_M1,W34_M1adj,W45_M1,W45_M1adj,W49_M1,W49_M1adj,W35_M1,W35_M1adj,W35_M2,W35_M2adj,W36_M1,W36_M1adj,W47_M1,W47_M1adj,W32_M1,W32_M1adj,W32_M2,W32_M2adj,W33_M1,W33_M1adj,W46_M1,W46_M1adj,W29_M1,W29_M1adj,W30_M1,W30_M1adj,W44_M1,W44_M1adj,W44_M2,W44_M2adj,W30_M2,W30_M2adj,W25_M2,W25_M2adj,W48_M1,W48_M1adj,W41_M2,W41_M2adj,W47_M2,W47_M2adj,W31_M2,W31_M2adj
259,6.88,,,,6.88,,6.88,,6.88,,20.64,,,,34.399,34.399,13.76,,61.919,61.919,6.88,,6.88,,6.88,,48.159,48.159,3900.887,3900.887,6.88,,82.558,82.558,27.519,,185.757,185.757,6.88,,6.88,,6.88,,13.76,,2414.835,2414.835,103.198,103.198,6.88,,13.76,,13.76,,20.64,,6.88,,6.88,,55.039,55.039,6.88,,13.76,,6.88,,1582.37,1582.37
260,20.64,,,,6.88,,6.88,,6.88,,27.519,,,,20.64,,722.386,722.386,27.519,,6.88,,6.88,,6.88,,6.88,,557.27,557.27,6.88,,13.76,,55.039,55.039,6.88,,13.76,,20.64,,13.76,,6.88,,185.757,185.757,68.799,68.799,20.64,,6.88,,13.76,,6.88,,13.76,,48.159,48.159,6.88,,302.714,302.714,6.88,,34.399,34.399,17130.879,17130.879
261,522.87,522.87,,,6.88,,6.88,,13.76,,20.64,,,,378.393,378.393,20.64,,330.234,330.234,27.519,,130.718,130.718,34.399,34.399,20.64,,185.757,185.757,48.159,48.159,61.919,61.919,6.88,,34.399,34.399,6.88,,20.64,,13.76,,6.88,,247.675,247.675,6.88,,137.597,137.597,20.64,,20.64,,6.88,,6.88,,20.64,,13.76,,48.159,48.159,6.88,,6.88,,20.64,
262,6.88,,,,116.958,116.958,13.76,,6.88,,6.88,,,,247.675,247.675,275.195,275.195,27.519,,20.64,,970.062,970.062,6.88,,20.64,,13.76,,27.519,,6.88,,6.88,,110.078,110.078,6.88,,13.76,,27.519,,6.88,,61.919,61.919,68.799,68.799,6.88,,27.519,,6.88,,89.438,89.438,158.237,158.237,6.88,,116.958,116.958,151.357,151.357,13.76,,481.591,481.591,6.88,
263,13.76,,,,55.039,55.039,13.76,,13.76,,6.88,,,,48.159,48.159,6.88,,6.88,,48.159,48.159,6.88,,6.88,,123.838,123.838,61.919,61.919,6.88,,6.88,,41.279,41.279,75.679,75.679,13.76,,151.357,151.357,34.399,34.399,20.64,,185.757,185.757,130.718,130.718,13.76,,68.799,68.799,6.88,,6.88,,6.88,,6.88,,68.799,68.799,220.156,220.156,13.76,,123.838,123.838,13.76,
264,6.88,,,,667.347,667.347,34.399,34.399,48.159,48.159,6.88,,,,34.399,34.399,20.64,,6.88,,6.88,,6.88,,20.64,,20.64,,13.76,,6.88,,6.88,,6.88,,350.873,350.873,6.88,,13.76,,199.516,199.516,13.76,,123.838,123.838,6.88,,6.88,,6.88,,6.88,,6.88,,6.88,,6.88,,48.159,48.159,20.64,,6.88,,13.76,,419.672,419.672
265,6.88,,,,48.159,48.159,144.477,144.477,350.873,350.873,6.88,,,,27.519,,48.159,48.159,13.76,,6.88,,6.88,,20.64,,13.76,,61.919,61.919,6.88,,13.76,,48.159,48.159,6.88,,6.88,,6.88,,185.757,185.757,75.679,75.679,433.432,433.432,13.76,,116.958,116.958,27.519,,6.88,,20.64,,27.519,,254.555,254.555,20.64,,6.88,,6.88,,6.88,,6.88,
266,20.64,,,,6.88,,13.76,,96.318,96.318,13.76,,,,6.88,,6.88,,6.88,,13.76,,6.88,,13.76,,6.88,,61.919,61.919,6.88,,13.76,,6.88,,6.88,,89.438,89.438,206.396,206.396,6.88,,880.623,880.623,6068.046,6068.046,75.679,75.679,34.399,34.399,13.76,,6.88,,6.88,,41.279,41.279,48.159,48.159,6.88,,48.159,48.159,6.88,,178.877,178.877,6.88,
267,6.88,,,,27.519,,6.88,,41.279,41.279,20.64,,,,13.76,,13.76,,343.994,343.994,27.519,,13.76,,6.88,,68.799,68.799,61.919,61.919,20.64,,6.88,,6.88,,13.76,,6.88,,6.88,,13.76,,192.636,192.636,61.919,61.919,34.399,34.399,6.88,,13.76,,82.558,82.558,20.64,,6.88,,6.88,,110.078,110.078,34.399,34.399,6.88,,61.919,61.919,6.88,
268,130.718,130.718,,,6.88,,6.88,,433.432,433.432,55.039,55.039,,,6.88,,13.76,,6.88,,13.76,,6.88,,13.76,,6.88,,61.919,61.919,6.88,,557.27,557.27,6.88,,6.88,,6.88,,6.88,,6.88,,213.276,213.276,371.513,371.513,6.88,,20.64,,6.88,,343.994,343.994,811.825,811.825,41.279,41.279,13.76,,6.88,,467.831,467.831,6.88,,6.88,,6.88,
269,6.88,,,,6.88,,41.279,41.279,13.76,,75.679,75.679,,,6.88,,48.159,48.159,6.88,,6.88,,6.88,,6.88,,13.76,,20.64,,6.88,,6.88,,6.88,,6.88,,89.438,89.438,13.76,,6.88,,41.279,41.279,743.026,743.026,20.64,,6.88,,6.88,,48.159,48.159,6.88,,27.519,,6.88,,137.597,137.597,6.88,,61.919,61.919,158.237,158.237,6.88,
270,268.315,268.315,,,6.88,,6.88,,206.396,206.396,6.88,,,,20.64,,6.88,,13.76,,20.64,,13.76,,41.279,41.279,20.64,,13.76,,41.279,41.279,529.75,529.75,34.399,34.399,13.76,,13.76,,6.88,,123.838,123.838,6.88,,433.432,433.432,13.76,,13.76,,1272.776,1272.776,6.88,,27.519,,6.88,,41.279,41.279,55.039,55.039,6.88,,6.88,,13.76,,6.88,
271,6.88,,,,6.88,,41.279,41.279,34.399,34.399,6.88,,,,13.76,,27.519,,55.039,55.039,6.88,,605.429,605.429,41.279,41.279,6.88,,61.919,61.919,20.64,,75.679,75.679,68.799,68.799,48.159,48.159,6.88,,6.88,,6.88,,27.519,,123.838,123.838,6.88,,6.88,,6.88,,13.76,,6.88,,6.88,,55.039,55.039,20.64,,13.76,,6.88,,6.88,,41.279,41.279
272,13.76,,,,199.516,199.516,41.279,41.279,6.88,,27.519,,,,316.474,316.474,34.399,34.399,6.88,,6.88,,96.318,96.318,34.399,34.399,6.88,,123.838,123.838,2421.715,2421.715,6.88,,6.88,,110.078,110.078,82.558,82.558,1596.13,1596.13,55.039,55.039,6.88,,123.838,123.838,20.64,,20.64,,6.88,,20.64,,6.88,,13.76,,27.519,,178.877,178.877,20.64,,27.519,,20.64,,55.039,55.039
273,89.438,89.438,,,6.88,,13.76,,13.76,,123.838,123.838,,,61.919,61.919,123.838,123.838,13.76,,6.88,,6.88,,6.88,,6.88,,34.399,34.399,6.88,,6.88,,13.76,,6.88,,13.76,,6.88,,151.357,151.357,254.555,254.555,61.919,61.919,6.88,,6.88,,34.399,34.399,48.159,48.159,6.88,,6.88,,27.519,,13.76,,6.88,,6.88,,6.88,,110.078,110.078
274,6.88,,,,6.88,,6.88,,6.88,,89.438,89.438,,,502.231,502.231,6.88,,6.88,,13.76,,27.519,,6.88,,13.76,,123.838,123.838,6.88,,1451.653,1451.653,27.519,,639.828,639.828,13.76,,34.399,34.399,13.76,,6.88,,61.919,61.919,6859.231,6859.231,13.76,,34.399,34.399,2160.279,2160.279,34.399,34.399,1128.299,1128.299,343.994,343.994,6.88,,185.757,185.757,6.88,,316.474,316.474,1919.484,1919.484
275,41.279,41.279,,,13.76,,13.76,,116.958,116.958,6.88,,,,6.88,,130.718,130.718,34.399,34.399,6.88,,6.88,,6.88,,165.117,165.117,247.675,247.675,6.88,,13.76,,34.399,34.399,6.88,,6.88,,13.76,,61.919,61.919,48.159,48.159,185.757,185.757,6.88,,6.88,,6.88,,6.88,,89.438,89.438,41.279,41.279,48.159,48.159,34.399,34.399,20.64,,13.76,,13.76,,27.519,
276,6.88,,,,165.117,165.117,61.919,61.919,6.88,,110.078,110.078,,,6.88,,20.64,,13.76,,13.76,,13.76,,6.88,,247.675,247.675,61.919,61.919,6.88,,6.88,,6.88,,6.88,,6.88,,75.679,75.679,6.88,,20.64,,61.919,61.919,6.88,,165.117,165.117,6.88,,48.159,48.159,6.88,,96.318,96.318,27.519,,6.88,,82.558,82.558,41.279,41.279,20.64,,20.64,
277,6.88,,,,6.88,,82.558,82.558,89.438,89.438,27.519,,,,873.744,873.744,6.88,,20.64,,13.76,,75.679,75.679,6.88,,34.399,34.399,61.919,61.919,13.76,,75.679,75.679,6.88,,6.88,,6.88,,653.588,653.588,6.88,,20.64,,247.675,247.675,20.64,,6.88,,13.76,,6.88,,6.88,,20.64,,20.64,,13.76,,6.88,,6.88,,206.396,206.396,6.88,
278,103.198,103.198,,,41.279,41.279,20.64,,6.88,,13.76,,,,6.88,,6.88,,27.519,,282.075,282.075,68.799,68.799,6.88,,6.88,,309.594,309.594,6.88,,6.88,,103.198,103.198,55.039,55.039,6.88,,34.399,34.399,41.279,41.279,110.078,110.078,61.919,61.919,20.64,,13.76,,6.88,,41.279,41.279,34.399,34.399,55.039,55.039,20.64,,302.714,302.714,343.994,343.994,13.76,,27.519,,13.76,
279,6.88,,,,27.519,,165.117,165.117,6.88,,6.88,,,,6.88,,6.88,,6.88,,13.76,,13.76,,6.88,,6.88,,20.64,,20.64,,605.429,605.429,6.88,,6.88,,6.88,,6.88,,6.88,,34.399,34.399,123.838,123.838,41.279,41.279,55.039,55.039,6.88,,6.88,,13.76,,6.88,,6.88,,13.76,,178.877,178.877,123.838,123.838,6.88,,6.88,
280,6.88,,,,6.88,,6.88,,20.64,,13.76,,,,13.76,,6.88,,13.76,,6.88,,55.039,55.039,34.399,34.399,6.88,,123.838,123.838,6.88,,13.76,,151.357,151.357,103.198,103.198,6.88,,20.64,,337.114,337.114,6.88,,247.675,247.675,34.399,34.399,6.88,,27.519,,6.88,,6.88,,13.76,,6.88,,13.76,,206.396,206.396,6.88,,48.159,48.159,6.88,
281,13.76,,,,6.88,,34.399,34.399,6.88,,6.88,,,,27.519,,20.64,,34.399,34.399,20.64,,13.76,,6.88,,27.519,,61.919,61.919,13.76,,41.279,41.279,20.64,,6.88,,27.519,,6.88,,48.159,48.159,233.916,233.916,185.757,185.757,50346.896,50346.896,6.88,,13.76,,6.88,,41.279,41.279,6.88,,27.519,,681.107,681.107,6.88,,13.76,,6.88,,13.76,
282,6.88,,,,13.76,,6.88,,626.068,626.068,55.039,55.039,,,27.519,,96.318,96.318,20.64,,48.159,48.159,41.279,41.279,6.88,,13.76,,15314.593,15314.593,6.88,,6.88,,6.88,,41.279,41.279,6.88,,27.519,,123.838,123.838,6.88,,61.919,61.919,6.88,,6.88,,6.88,,151.357,151.357,13.76,,6.88,,6.88,,6.88,,6.88,,20.64,,34.399,34.399,34.399,34.399
283,13.76,,,,55.039,55.039,6.88,,6.88,,27.519,,,,6.88,,13.76,,6.88,,6.88,,13.76,,13.76,,6.88,,61.919,61.919,6.88,,41.279,41.279,6.88,,6.88,,13.76,,13.76,,6.88,,13.76,,123.838,123.838,6.88,,6.88,,13.76,,6.88,,6.88,,20.64,,68.799,68.799,1499.812,1499.812,6.88,,6.88,,6.88,,6.88,
284,6.88,,,,13.76,,20.64,,6.88,,447.192,447.192,,,6.88,,6.88,,20.64,,13.76,,27.519,,6.88,,13.76,,61.919,61.919,6.88,,6.88,,13.76,,220.156,220.156,41.279,41.279,6.88,,13.76,,6.88,,61.919,61.919,13.76,,27.519,,13.76,,6.88,,20.64,,116.958,116.958,6.88,,199.516,199.516,48.159,48.159,6.88,,20.64,,27.519,
285,13.76,,,,89.438,89.438,55.039,55.039,82.558,82.558,612.309,612.309,,,6.88,,6.88,,13.76,,6.88,,61.919,61.919,27.519,,6.88,,61.919,61.919,151.357,151.357,6.88,,75.679,75.679,75.679,75.679,27.519,,6.88,,48.159,48.159,6.88,,61.919,61.919,6.88,,6.88,,6.88,,6.88,,34.399,34.399,14172.534,14172.534,309.594,309.594,6.88,,6.88,,34.399,34.399,6.88,,34.399,34.399
286,13.76,,,,6.88,,68.799,68.799,13.76,,6.88,,,,1699.328,1699.328,20.64,,6.88,,6.88,,6.88,,20.64,,20.64,,1362.214,1362.214,13.76,,89.438,89.438,41.279,41.279,151.357,151.357,6.88,,27.519,,75.679,75.679,48.159,48.159,61.919,61.919,302.714,302.714,6.88,,6.88,,20.64,,371.513,371.513,68.799,68.799,6.88,,6.88,,48.159,48.159,6.88,,6.88,,55.039,55.039
287,6.88,,,,309.594,309.594,27.519,,20.64,,6.88,,,,41.279,41.279,295.834,295.834,20.64,,6.88,,48.159,48.159,13.76,,13.76,,61.919,61.919,6.88,,227.036,227.036,55.039,55.039,240.795,240.795,13.76,,20.64,,13.76,,103.198,103.198,61.919,61.919,6.88,,48.159,48.159,13.76,,6.88,,13.76,,13.76,,6.88,,6.88,,6.88,,6.88,,34.399,34.399,75.679,75.679
288,55.039,55.039,,,6.88,,6.88,,27.519,,110.078,110.078,,,55.039,55.039,6.88,,6.88,,6.88,,48.159,48.159,6.88,,6.88,,123.838,123.838,13.76,,220.156,220.156,13.76,,6.88,,6.88,,55.039,55.039,6.88,,27.519,,495.351,495.351,6.88,,20.64,,13.76,,378.393,378.393,6.88,,6.88,,6.88,,6.88,,13.76,,6.88,,20.64,,6.88,
289,6.88,,,,27.519,,6.88,,27.519,,1444.773,1444.773,,,13.76,,6.88,,550.39,550.39,667.347,667.347,6.88,,6.88,,825.585,825.585,61.919,61.919,6.88,,41.279,41.279,6.88,,55.039,55.039,123.838,123.838,6.88,,6.88,,6.88,,141484.547,141484.547,61.919,61.919,6.88,,20.64,,20.64,,6.88,,20.64,,6.88,,571.029,571.029,55.039,55.039,13.76,,48.159,48.159,20.64,
290,6.88,,,,192.636,192.636,48.159,48.159,6.88,,20.64,,,,171.997,171.997,6.88,,13.76,,110.078,110.078,27.519,,144.477,144.477,13.76,,61.919,61.919,6.88,,6.88,,27.519,,639.828,639.828,6.88,,41.279,41.279,20.64,,660.468,660.468,2476.754,2476.754,6.88,,27.519,,6.88,,27.519,,6.88,,859.984,859.984,6.88,,763.666,763.666,103.198,103.198,6.88,,137.597,137.597,6.88,
291,20.64,,,,116.958,116.958,6.88,,6.88,,6.88,,,,6.88,,6.88,,6.88,,20.64,,116.958,116.958,6.88,,13.76,,61.919,61.919,6.88,,6.88,,6.88,,27.519,,41.279,41.279,48.159,48.159,20.64,,302.714,302.714,61.919,61.919,213.276,213.276,48.159,48.159,41.279,41.279,6.88,,2002.042,2002.042,89.438,89.438,6.88,,522.87,522.87,103.198,103.198,27.519,,6.88,,199.516,199.516
292,6.88,,,,41.279,41.279,6.88,,68.799,68.799,41.279,41.279,,,6.88,,6.88,,6.88,,68.799,68.799,27.519,,6.88,,13.76,,123.838,123.838,6.88,,13.76,,13.76,,316.474,316.474,55.039,55.039,48.159,48.159,55.039,55.039,6.88,,61.919,61.919,13.76,,6.88,,41.279,41.279,13.76,,6.88,,6.88,,6.88,,6.88,,41.279,41.279,68.799,68.799,6.88,,6.88,
293,6.88,,,,6.88,,6.88,,68.799,68.799,6.88,,,,6.88,,137.597,137.597,6.88,,6.88,,13.76,,6.88,,6.88,,619.188,619.188,20.64,,6.88,,34.399,34.399,6.88,,6.88,,27.519,,6.88,,41.279,41.279,61.919,61.919,6.88,,6.88,,13.76,,6.88,,27.519,,6.88,,13.76,,20.64,,13.76,,20.64,,27.519,,13.76,
294,13.76,,,,6.88,,6.88,,61.919,61.919,34.399,34.399,,,68.799,68.799,13.76,,6.88,,6.88,,41.279,41.279,6.88,,55.039,55.039,309.594,309.594,34.399,34.399,75.679,75.679,6.88,,6.88,,6.88,,199.516,199.516,6.88,,20.64,,123.838,123.838,34.399,34.399,6.88,,48.159,48.159,6.88,,371.513,371.513,6.88,,82.558,82.558,474.711,474.711,13.76,,6.88,,6.88,,110.078,110.078
295,34.399,34.399,,,27.519,,6.88,,61.919,61.919,6.88,,,,309.594,309.594,48.159,48.159,6.88,,82.558,82.558,41.279,41.279,13.76,,6.88,,123.838,123.838,6.88,,6.88,,20.64,,178.877,178.877,6.88,,55.039,55.039,6.88,,6.88,,61.919,61.919,6.88,,350.873,350.873,68.799,68.799,6.88,,6.88,,6.88,,6.88,,2882.666,2882.666,6.88,,866.864,866.864,6.88,,20.64,
296,61.919,61.919,,,27.519,,6.88,,6.88,,6.88,,,,20.64,,330.234,330.234,6.88,,13.76,,6.88,,75.679,75.679,61.919,61.919,185.757,185.757,6.88,,323.354,323.354,178.877,178.877,6.88,,13.76,,34.399,34.399,20.64,,6.88,,61.919,61.919,68.799,68.799,48.159,48.159,12404.407,12404.407,48.159,48.159,13.76,,27.519,,756.786,756.786,6.88,,55.039,55.039,6.88,,6.88,,27.519,
297,116.958,116.958,,,6.88,,6.88,,13.76,,27.519,,,,6.88,,192.636,192.636,82.558,82.558,6.88,,6.88,,13.76,,6.88,,247.675,247.675,6.88,,6.88,,6.88,,6.88,,13.76,,6.88,,55.039,55.039,6.88,,804.945,804.945,27.519,,6.88,,6.88,,41.279,41.279,20.64,,48.159,48.159,6.88,,41.279,41.279,6.88,,6.88,,330.234,330.234,6.88,
298,6.88,,,,6.88,,6.88,,48.159,48.159,20.64,,,,27.519,,13.76,,6.88,,6.88,,6.88,,6.88,,13.76,,309.594,309.594,6.88,,6.88,,20.64,,6.88,,27.519,,6.88,,6.88,,6.88,,61.919,61.919,6.88,,6.88,,123.838,123.838,6.88,,27.519,,6.88,,6.88,,48.159,48.159,178.877,178.877,13.76,,27.519,,13.76,
299,6.88,,,,68.799,68.799,350.873,350.873,61.919,61.919,6.88,,,,130.718,130.718,13.76,,55.039,55.039,75.679,75.679,206.396,206.396,6.88,,68.799,68.799,61.919,61.919,13.76,,13.76,,6.88,,233.916,233.916,2634.991,2634.991,20.64,,20.64,,20.64,,371.513,371.513,6.88,,13.76,,82.558,82.558,6.88,,6.88,,27.519,,61.919,61.919,55.039,55.039,6.88,,13.76,,34.399,34.399,6.88,
300,6.88,,,,13.76,,13.76,,27.519,,13.76,,,,6.88,,13.76,,6.88,,6.88,,20.64,,6.88,,6.88,,61.919,61.919,6.88,,165.117,165.117,6.88,,20.64,,6.88,,6.88,,6.88,,440.312,440.312,185.757,185.757,6.88,,6.88,,34.399,34.399,13.76,,151.357,151.357,6.88,,13.76,,89.438,89.438,55.039,55.039,13.76,,13.76,,6.88,
301,6.88,,,,791.185,791.185,6.88,,268.315,268.315,27.519,,,,151.357,151.357,27.519,,34.399,34.399,6.88,,295.834,295.834,6.88,,13.76,,61.919,61.919,6.88,,13.76,,13.76,,68.799,68.799,6.88,,6.88,,6.88,,20.64,,61.919,61.919,123.838,123.838,20.64,,6.88,,6.88,,13.76,,6.88,,6.88,,34.399,34.399,27.519,,13.76,,13.76,,6.88,
302,6.88,,,,6.88,,6.88,,6.88,,13.76,,,,41.279,41.279,13.76,,13.76,,6.88,,6.88,,41.279,41.279,6.88,,61.919,61.919,6.88,,13.76,,13.76,,27.519,,96.318,96.318,6.88,,6.88,,82.558,82.558,123.838,123.838,13.76,,1052.62,1052.62,6.88,,6.88,,20.64,,6.88,,6.88,,137.597,137.597,27.519,,13.76,,6.88,,6.88,
303,227.036,227.036,,,13.76,,13.76,,804.945,804.945,27.519,,,,13.76,,27.519,,6.88,,13.76,,6288.202,6288.202,6.88,,6.88,,247.675,247.675,2628.111,2628.111,20.64,,6.88,,6.88,,6.88,,6.88,,412.792,412.792,13.76,,61.919,61.919,20.64,,6.88,,13.76,,6.88,,20.64,,6.88,,13.76,,509.11,509.11,233.916,233.916,6.88,,20.64,,6.88,
304,34.399,34.399,,,6.88,,34.399,34.399,6.88,,34.399,34.399,,,6.88,,13.76,,13.76,,6.88,,6.88,,13.76,,6.88,,557.27,557.27,48.159,48.159,20.64,,27.519,,,,34.399,34.399,48.159,48.159,6.88,,130.718,130.718,371.513,371.513,653.588,653.588,6.88,,27.519,,6.88,,6.88,,27.519,,6.88,,34.399,34.399,27.519,,6.88,,20.64,,6.88,
305,550.39,550.39,,,6.88,,674.227,674.227,20.64,,48.159,48.159,,,6.88,,13.76,,13.76,,405.912,405.912,34.399,34.399,6.88,,20.64,,495.351,495.351,48.159,48.159,13.76,,6.88,,,,13.76,,96.318,96.318,61.919,61.919,61.919,61.919,61.919,61.919,227.036,227.036,1148.938,1148.938,41.279,41.279,6.88,,6.88,,6.88,,137.597,137.597,20.64,,6.88,,48.159,48.159,20.64,,282.075,282.075
306,27.519,,,,6.88,,6.88,,20.64,,6.88,,,,27.519,,288.955,288.955,6.88,,6.88,,34.399,34.399,130.718,130.718,20.64,,61.919,61.919,6.88,,13.76,,6.88,,,,6.88,,4052.244,4052.244,13.76,,13.76,,61.919,61.919,13.76,,27.519,,27.519,,6.88,,6.88,,34.399,34.399,20.64,,13.76,,41.279,41.279,89.438,89.438,110.078,110.078,6.88,
307,13.76,,,,6.88,,6.88,,41.279,41.279,337.114,337.114,,,20.64,,13.76,,34.399,34.399,13.76,,6.88,,20.64,,13.76,,61.919,61.919,6.88,,6.88,,6.88,,,,68.799,68.799,55.039,55.039,6.88,,61.919,61.919,61.919,61.919,6.88,,82.558,82.558,6.88,,6.88,,123.838,123.838,6.88,,34.399,34.399,27.519,,89.438,89.438,61.919,61.919,13.76,,20.64,
308,233.916,233.916,,,13.76,,454.071,454.071,103.198,103.198,27.519,,,,6.88,,13.76,,6.88,,13.76,,6.88,,3845.848,3845.848,20.64,,16036.979,16036.979,6.88,,89.438,89.438,13.76,,,,55.039,55.039,6.88,,20.64,,6.88,,61.919,61.919,27.519,,6.88,,13.76,,27.519,,41.279,41.279,6.88,,6.88,,1417.253,1417.253,295.834,295.834,6.88,,13.76,,6.88,
309,75.679,75.679,,,6.88,,6.88,,34.399,34.399,41.279,41.279,,,6.88,,6.88,,20.64,,6.88,,13.76,,6.88,,20.64,,61.919,61.919,82.558,82.558,13.76,,6.88,,,,6.88,,61.919,61.919,6.88,,6.88,,309.594,309.594,13.76,,6.88,,6.88,,6.88,,13.76,,6.88,,89.438,89.438,3150.981,3150.981,27.519,,6.88,,6.88,,6.88,
310,6.88,,,,6.88,,6.88,,6.88,,6.88,,,,371.513,371.513,110.078,110.078,61.919,61.919,6.88,,61.919,61.919,34.399,34.399,13.76,,247.675,247.675,192.636,192.636,4678.312,4678.312,13.76,,,,34.399,34.399,68.799,68.799,48.159,48.159,6.88,,61.919,61.919,34.399,34.399,2758.828,2758.828,1499.812,1499.812,6.88,,6.88,,6.88,,144.477,144.477,110.078,110.078,6.88,,13.76,,20.64,,6.88,
311,6.88,,,,27.519,,6.88,,6.88,,41.279,41.279,,,13.76,,34.399,34.399,96.318,96.318,6.88,,6.88,,20.64,,13.76,,61.919,61.919,6.88,,192.636,192.636,27.519,,,,6.88,,27.519,,13.76,,6.88,,123.838,123.838,27.519,,61.919,61.919,6.88,,694.867,694.867,6.88,,6.88,,6.88,,110.078,110.078,61.919,61.919,6.88,,7877.452,7877.452,240.795,240.795
312,27.519,,,,75.679,75.679,61.919,61.919,41.279,41.279,13.76,,,,6.88,,6.88,,13.76,,13.76,,20.64,,6.88,,6.88,,433.432,433.432,13.76,,13.76,,6.88,,,,1960.763,1960.763,27.519,,6.88,,41.279,41.279,61.919,61.919,6.88,,13.76,,6.88,,27.519,,6.88,,6.88,,6.88,,27.519,,6.88,,6.88,,6.88,,6.88,
313,6.88,,,,61.919,61.919,116.958,116.958,426.552,426.552,213.276,213.276,,,41.279,41.279,6.88,,6.88,,13.76,,34.399,34.399,13.76,,6.88,,61.919,61.919,515.99,515.99,13.76,,6.88,,,,6.88,,220.156,220.156,6.88,,13.76,,990.701,990.701,6.88,,27.519,,495.351,495.351,6.88,,6.88,,20.64,,6.88,,282.075,282.075,13.76,,34.399,34.399,20.64,,20.64,
314,6.88,,,,6.88,,13.76,,20.64,,6.88,,,,13.76,,137.597,137.597,6.88,,6.88,,27.519,,13.76,,20.64,,2043.322,2043.322,6.88,,89.438,89.438,13.76,,,,27.519,,220.156,220.156,27.519,,467.831,467.831,61.919,61.919,6.88,,13.76,,15713.625,15713.625,13.76,,20.64,,6.88,,,,6.88,,6.88,,20.64,,27.519,,6.88,
315,6.88,,,,6.88,,206.396,206.396,6.88,,13.76,,,,6.88,,268.315,268.315,6.88,,34.399,34.399,41.279,41.279,165.117,165.117,27.519,,2634.991,2634.991,6.88,,41.279,41.279,48.159,48.159,,,13.76,,20.64,,13.76,,48.159,48.159,433.432,433.432,6.88,,34.399,34.399,13.76,,6.88,,48.159,48.159,13.76,,,,27.519,,6.88,,6.88,,48.159,48.159,27.519,
316,13.76,,,,6.88,,6.88,,6.88,,185.757,185.757,,,27.519,,27.519,,6.88,,6.88,,6.88,,89.438,89.438,6.88,,529.75,529.75,13.76,,48.159,48.159,27.519,,,,6.88,,27.519,,110.078,110.078,13.76,,2229.078,2229.078,20.64,,6.88,,6.88,,6.88,,6.88,,6.88,,,,55.039,55.039,956.302,956.302,13.76,,20.64,,13.76,
317,6.88,,,,13.76,,6.88,,6.88,,956.302,956.302,,,13.76,,6.88,,13.76,,6.88,,6.88,,34.399,34.399,61.919,61.919,123.838,123.838,61.919,61.919,6.88,,6.88,,,,6.88,,20.64,,6.88,,20.64,,123.838,123.838,6.88,,13.76,,6.88,,13.76,,20.64,,6.88,,,,48.159,48.159,27.519,,6.88,,27.519,,240.795,240.795
318,6.88,,,,488.471,488.471,6.88,,55.039,55.039,34.399,34.399,,,6.88,,34.399,34.399,6.88,,6.88,,41.279,41.279,27.519,,34.399,34.399,61.919,61.919,6.88,,13.76,,254.555,254.555,,,6.88,,6.88,,20.64,,20.64,,61.919,61.919,20.64,,6.88,,206.396,206.396,6.88,,13.76,,6.88,,,,27.519,,55.039,55.039,192.636,192.636,6.88,,6.88,
319,27.519,,,,577.909,577.909,928.783,928.783,653.588,653.588,89.438,89.438,,,13.76,,13.76,,13.76,,6.88,,41.279,41.279,41.279,41.279,6.88,,61.919,61.919,15073.797,15073.797,6.88,,295.834,295.834,,,34.399,34.399,48.159,48.159,6.88,,41.279,41.279,1547.971,1547.971,6.88,,13.76,,6.88,,6.88,,192.636,192.636,6.88,,,,20.64,,13.76,,6.88,,268.315,268.315,6.88,
320,6.88,,,,564.149,564.149,20.64,,13.76,,48.159,48.159,,,6.88,,185.757,185.757,55.039,55.039,6.88,,6.88,,34.399,34.399,27.519,,123.838,123.838,6.88,,20.64,,6.88,,,,199.516,199.516,55.039,55.039,165.117,165.117,6.88,,123.838,123.838,27.519,,6.88,,27.519,,6.88,,13.76,,34.399,34.399,,,61.919,61.919,6.88,,6.88,,20.64,,880.623,880.623
321,6.88,,,,6.88,,6.88,,103.198,103.198,20.64,,,,509.11,509.11,13.76,,13.76,,48.159,48.159,6.88,,708.627,708.627,6.88,,247.675,247.675,6.88,,13.76,,1114.539,1114.539,,,343.994,343.994,13.76,,6.88,,6.88,,433.432,433.432,6.88,,6.88,,2229.078,2229.078,123.838,123.838,6.88,,20.64,,,,151.357,151.357,6.88,,13.76,,68.799,68.799,6.88,
322,55.039,55.039,,,41.279,41.279,302.714,302.714,75.679,75.679,6.88,,,,55.039,55.039,27.519,,61.919,61.919,6.88,,20.64,,6.88,,34.399,34.399,61.919,61.919,13.76,,6.88,,6.88,,,,6.88,,6.88,,13.76,,13.76,,123.838,123.838,20.64,,6.88,,55.039,55.039,6.88,,6.88,,,,,,3089.062,3089.062,6.88,,13.76,,6.88,,6.88,
