,W43_M1,W43_M1adj,W27_M1,W27_M1adj,W28_M1,W28_M1adj,W26_M1,W26_M1adj,W31_M1,W31_M1adj,W42_M1,W42_M1adj,W24_M1.1,W24_M1adj.1,W25_M1.2,W25_M1adj.2,W23_M1,W23_M1adj,W22_M1,W22_M1adj,W41_M1,W41_M1adj,W39_M1,W39_M1adj,W39_M2,W39_M2adj,W50_M1,W50_M1adj,W50_M2,W50_M2adj,W34_M1,W34_M1adj,W45_M1,W45_M1adj,W49_M1,W49_M1adj,W35_M1,W35_M1adj,W35_M2,W35_M2adj,W36_M1,W36_M1adj,W47_M1,W47_M1adj,W32_M1,W32_M1adj,W32_M2,W32_M2adj,W33_M1,W33_M1adj,W46_M1,W46_M1adj,W29_M1,W29_M1adj,W30_M1,W30_M1adj,W44_M1,W44_M1adj,W44_M2,W44_M2adj,W30_M2,W30_M2adj,W25_M2,W25_M2adj,W48_M1,W48_M1adj,W41_M2,W41_M2adj,W47_M2,W47_M2adj,W31_M2,W31_M2adj
607,,,,,,,,,,,,,,,,,282.075,282.075,48.159,48.159,6.88,,,,6.88,,103.198,103.198,,,13.76,,34.399,34.399,34.399,34.399,,,13.76,,,,,,,,495.351,495.351,6.88,,6.88,,82.558,82.558,,,240.795,240.795,,,,,,,,,6.88,,6.88,,,
608,,,,,,,,,,,,,,,,,6.88,,34.399,34.399,34.399,34.399,,,6.88,,364.633,364.633,,,13.76,,34.399,34.399,82.558,82.558,,,6.88,,,,,,,,61.919,61.919,165.117,165.117,20.64,,213.276,213.276,,,41.279,41.279,,,,,,,,,27.519,,6.88,,,
609,,,,,,,,,,,,,,,,,13.76,,13.76,,27.519,,,,13.76,,6.88,,,,20.64,,6.88,,27.519,,,,13.76,,,,,,,,433.432,433.432,82.558,82.558,137.597,137.597,6.88,,,,6.88,,,,,,,,,,1403.494,1403.494,20.64,,,
610,,,,,,,,,,,,,,,,,6.88,,13.76,,20.64,,,,6.88,,13.76,,,,13.76,,165.117,165.117,6.88,,,,6.88,,,,,,,,2538.672,2538.672,6.88,,61.919,61.919,13.76,,,,6.88,,,,,,,,,,13.76,,6.88,,,
611,,,,,,,,,,,,,,,,,13.76,,13.76,,34.399,34.399,,,151.357,151.357,13.76,,,,206.396,206.396,6.88,,6.88,,,,6.88,,,,,,,,34.399,34.399,123.838,123.838,6.88,,6.88,,,,110.078,110.078,,,,,,,,,6.88,,27.519,,,
612,,,,,,,,,,,,,,,,,27.519,,13.76,,20.64,,,,6.88,,20.64,,,,6.88,,61.919,61.919,6.88,,,,6.88,,,,,,,,123.838,123.838,3722.01,3722.01,6.88,,6.88,,,,13.76,,,,,,,,,,6.88,,178.877,178.877,,
613,,,,,,,,,,,,,,,,,2311.637,2311.637,20.64,,41.279,41.279,,,949.422,949.422,6.88,,,,282.075,282.075,6.88,,6.88,,,,6.88,,,,,,,,309.594,309.594,48.159,48.159,13.76,,6.88,,,,34.399,34.399,,,,,,,,,13.76,,440.312,440.312,,
614,,,,,,,,,,,,,,,,,75.679,75.679,20.64,,6.88,,,,75.679,75.679,48.159,48.159,,,13.76,,6.88,,20.64,,,,171.997,171.997,,,,,,,61.919,61.919,171.997,171.997,82.558,82.558,27.519,,,,61.919,61.919,,,,,,,,,55.039,55.039,6.88,,,
615,,,,,,,,,,,,,,,,,233.916,233.916,6.88,,13.76,,,,13.76,,13.76,,,,6.88,,6.88,,68.799,68.799,,,13.76,,,,,,,,61.919,61.919,316.474,316.474,1644.289,1644.289,20.64,,,,6.88,,,,,,,,,,13.76,,20.64,,,
616,,,,,,,,,,,,,,,,,144.477,144.477,6.88,,34.399,34.399,,,171.997,171.997,3536.254,3536.254,,,6.88,,20.64,,116.958,116.958,,,1754.367,1754.367,,,,,,,371.513,371.513,6.88,,199.516,199.516,13.76,,,,20.64,,,,,,,,,,13.76,,27.519,,,
617,,,,,,,,,,,,,,,,,20.64,,6.88,,6.88,,,,6.88,,55.039,55.039,,,55.039,55.039,6.88,,55.039,55.039,,,13.76,,,,,,,,61.919,61.919,6.88,,13.76,,6.88,,,,20.64,,,,,,,,,,378.393,378.393,13.76,,,
618,,,,,,,,,,,,,,,,,227.036,227.036,20.64,,41.279,41.279,,,61.919,61.919,6.88,,,,13.76,,2903.306,2903.306,13.76,,,,6.88,,,,,,,,61.919,61.919,34.399,34.399,27.519,,6.88,,,,502.231,502.231,,,,,,,,,82.558,82.558,13.76,,,
619,,,,,,,,,,,,,,,,,123.838,123.838,295.834,295.834,96.318,96.318,,,48.159,48.159,13.76,,,,6.88,,13.76,,6.88,,,,20.64,,,,,,,,495.351,495.351,6.88,,13.76,,27.519,,,,6.88,,,,,,,,,,20.64,,82.558,82.558,,
620,,,,,,,,,,,,,,,,,34.399,34.399,6.88,,6.88,,,,34.399,34.399,6.88,,,,27.519,,6.88,,6.88,,,,68.799,68.799,,,,,,,495.351,495.351,116.958,116.958,6.88,,13.76,,,,27.519,,,,,,,,,,13.76,,34.399,34.399,,
621,,,,,,,,,,,,,,,,,6.88,,6.88,,61.919,61.919,,,103.198,103.198,27.519,,,,6.88,,55.039,55.039,6.88,,,,6.88,,,,,,,,433.432,433.432,13.76,,48.159,48.159,20.64,,,,6.88,,,,,,,,,,6.88,,6.88,,,
622,,,,,,,,,,,,,,,,,89.438,89.438,6.88,,571.029,571.029,,,6.88,,6.88,,,,20.64,,27.519,,6.88,,,,13.76,,,,,,,,123.838,123.838,6.88,,13.76,,13.76,,,,13.76,,,,,,,,,,6.88,,6.88,,,
623,,,,,,,,,,,,,,,,,13.76,,41.279,41.279,20.64,,,,6.88,,27.519,,,,89.438,89.438,6.88,,48.159,48.159,,,6.88,,,,,,,,61.919,61.919,13.76,,123.838,123.838,6.88,,,,13.76,,,,,,,,,,6.88,,584.789,584.789,,
624,,,,,,,,,,,,,,,,,13.76,,20.64,,165.117,165.117,,,20.64,,1623.65,1623.65,,,20.64,,6.88,,41.279,41.279,,,27.519,,,,,,,,123.838,123.838,48.159,48.159,3336.737,3336.737,6.88,,,,6.88,,,,,,,,,,6.88,,192.636,192.636,,
625,,,,,,,,,,,,,,,,,13.76,,6.88,,103.198,103.198,,,48.159,48.159,6.88,,,,20.64,,6.88,,27.519,,,,20.64,,,,,,,,433.432,433.432,6.88,,75.679,75.679,13.76,,,,,,,,,,,,,,20.64,,20.64,,,
626,,,,,,,,,,,,,,,,,6.88,,6.88,,6.88,,,,55.039,55.039,6.88,,,,41.279,41.279,20.64,,6.88,,,,6.88,,,,,,,,123.838,123.838,6.88,,41.279,41.279,13.76,,,,,,,,,,,,,,48.159,48.159,6.88,,,
627,,,,,,,,,,,,,,,,,123.838,123.838,20.64,,6.88,,,,13.76,,247.675,247.675,,,75.679,75.679,34.399,34.399,20.64,,,,6.88,,,,,,,,1919.484,1919.484,6.88,,254.555,254.555,20.64,,,,,,,,,,,,,,13.76,,660.468,660.468,,
628,,,,,,,,,,,,,,,,,13.76,,6.88,,6.88,,,,13.76,,137.597,137.597,,,316.474,316.474,41.279,41.279,41.279,41.279,,,6.88,,,,,,,,557.27,557.27,34.399,34.399,6.88,,6.88,,,,,,,,,,,,,,6.88,,75.679,75.679,,
629,,,,,,,,,,,,,,,,,6.88,,6.88,,350.873,350.873,,,343.994,343.994,27.519,,,,68.799,68.799,6.88,,6.88,,,,6.88,,,,,,,,61.919,61.919,13.76,,41.279,41.279,6.88,,,,,,,,,,,,,,206.396,206.396,13.76,,,
630,,,,,,,,,,,,,,,,,41.279,41.279,6.88,,13.76,,,,6.88,,6.88,,,,6.88,,6.88,,41.279,41.279,,,13.76,,,,,,,,61.919,61.919,41.279,41.279,13.76,,20.64,,,,,,,,,,,,,,6.88,,27.519,,,
631,,,,,,,,,,,,,,,,,13.76,,6.88,,6.88,,,,6.88,,185.757,185.757,,,6.88,,6.88,,6.88,,,,6.88,,,,,,,,61.919,61.919,13.76,,21994.948,21994.948,48.159,48.159,,,,,,,,,,,,,13.76,,6.88,,,
632,,,,,,,,,,,,,,,,,646.708,646.708,13.76,,34.399,34.399,,,6.88,,6.88,,,,6.88,,41.279,41.279,34.399,34.399,,,13.76,,,,,,,,185.757,185.757,6.88,,6.88,,103.198,103.198,,,,,,,,,,,,,6.88,,13.76,,,
633,,,,,,,,,,,,,,,,,6.88,,6.88,,3763.289,3763.289,,,178.877,178.877,6.88,,,,130.718,130.718,34.399,34.399,6.88,,,,34.399,34.399,,,,,,,185.757,185.757,6.88,,6.88,,6.88,,,,,,,,,,,,,,158.237,158.237,6.88,,,
634,,,,,,,,,,,,,,,,,20.64,,6.88,,13.76,,,,27.519,,6.88,,,,20.64,,6.88,,12583.284,12583.284,,,20.64,,,,,,,,61.919,61.919,268.315,268.315,20.64,,110.078,110.078,,,,,,,,,,,,,6.88,,13.76,,,
635,,,,,,,,,,,,,,,,,68.799,68.799,6.88,,20.64,,,,178.877,178.877,13.76,,,,48.159,48.159,116.958,116.958,13.76,,,,158.237,158.237,,,,,,,495.351,495.351,6.88,,6.88,,178.877,178.877,,,,,,,,,,,,,288.955,288.955,34.399,34.399,,
636,,,,,,,,,,,,,,,,,75.679,75.679,130.718,130.718,268.315,268.315,,,48.159,48.159,82.558,82.558,,,6.88,,103.198,103.198,6.88,,,,6.88,,,,,,,,61.919,61.919,41.279,41.279,1589.25,1589.25,137.597,137.597,,,,,,,,,,,,,34.399,34.399,20.64,,,
637,,,,,,,,,,,,,,,,,6.88,,6.88,,27.519,,,,6.88,,6.88,,,,6.88,,103.198,103.198,27.519,,,,6.88,,,,,,,,61.919,61.919,13.76,,20.64,,13.76,,,,,,,,,,,,,,20.64,,27.519,,,
638,,,,,,,,,,,,,,,,,4293.04,4293.04,6.88,,34.399,34.399,,,34.399,34.399,48.159,48.159,,,34.399,34.399,27.519,,13.76,,,,6.88,,,,,,,,247.675,247.675,27.519,,6.88,,34.399,34.399,,,,,,,,,,,,,48.159,48.159,6.88,,,
639,,,,,,,,,,,,,,,,,6.88,,13.76,,6.88,,,,337.114,337.114,20.64,,,,6.88,,199.516,199.516,6.88,,,,27.519,,,,,,,,61.919,61.919,41.279,41.279,536.63,536.63,6.88,,,,,,,,,,,,,,6.88,,41.279,41.279,,
640,,,,,,,,,,,,,,,,,13.76,,6.88,,144.477,144.477,,,61.919,61.919,20.64,,,,34.399,34.399,13.76,,61.919,61.919,,,55.039,55.039,,,,,,,123.838,123.838,20.64,,6.88,,27.519,,,,,,,,,,,,,,6.88,,6.88,,,
641,,,,,,,,,,,,,,,,,48.159,48.159,6.88,,68.799,68.799,,,6.88,,27.519,,,,6.88,,27.519,,13.76,,,,6.88,,,,,,,,61.919,61.919,20.64,,6.88,,6.88,,,,,,,,,,,,,,6.88,,89.438,89.438,,
642,,,,,,,,,,,,,,,,,13.76,,1114.539,1114.539,82.558,82.558,,,6.88,,171.997,171.997,,,6.88,,6.88,,6.88,,,,6.88,,,,,,,,247.675,247.675,48.159,48.159,13.76,,13.76,,,,,,,,,,,,,,6.88,,89.438,89.438,,
643,,,,,,,,,,,,,,,,,6.88,,6.88,,6.88,,,,6.88,,6.88,,,,6.88,,6.88,,240.795,240.795,,,6.88,,,,,,,,123.838,123.838,158.237,158.237,116.958,116.958,89.438,89.438,,,,,,,,,,,,,6.88,,110.078,110.078,,
644,,,,,,,,,,,,,,,,,399.033,399.033,27.519,,6.88,,,,1004.461,1004.461,6.88,,,,13.76,,6.88,,6.88,,,,6.88,,,,,,,,557.27,557.27,27.519,,6.88,,27.519,,,,,,,,,,,,,,6.88,,75.679,75.679,,
645,,,,,,,,,,,,,,,,,6.88,,378.393,378.393,34.399,34.399,,,6.88,,330.234,330.234,,,6.88,,6.88,,55.039,55.039,,,6.88,,,,,,,,123.838,123.838,6.88,,13.76,,34.399,34.399,,,,,,,,,,,,,6.88,,13.76,,,
646,,,,,,,,,,,,,,,,,6.88,,34.399,34.399,68.799,68.799,,,151.357,151.357,110.078,110.078,,,6.88,,6.88,,20.64,,,,6.88,,,,,,,,61.919,61.919,2270.357,2270.357,6.88,,6.88,,,,,,,,,,,,,,116.958,116.958,3508.734,3508.734,,
647,,,,,,,,,,,,,,,,,13.76,,89.438,89.438,68.799,68.799,,,13.76,,13.76,,,,20.64,,13.76,,6.88,,,,6.88,,,,,,,,1052.62,1052.62,6.88,,96.318,96.318,20.64,,,,,,,,,,,,,,13.76,,6.88,,,
648,,,,,,,,,,,,,,,,,13.76,,158.237,158.237,34.399,34.399,,,6.88,,20.64,,,,6.88,,20.64,,247.675,247.675,,,6.88,,,,,,,,61.919,61.919,6.88,,6.88,,20.64,,,,,,,,,,,,,,701.747,701.747,6.88,,,
649,,,,,,,,,,,,,,,,,20.64,,6.88,,6.88,,,,20.64,,41.279,41.279,,,13.76,,6.88,,6.88,,,,6.88,,,,,,,,55.039,55.039,6.88,,6.88,,27.519,,,,,,,,,,,,,,41.279,41.279,20.64,,,
650,,,,,,,,,,,,,,,,,68.799,68.799,55.039,55.039,20.64,,,,34.399,34.399,6.88,,,,6.88,,20.64,,96.318,96.318,,,13.76,,,,,,,,41.279,41.279,8235.206,8235.206,6.88,,1465.413,1465.413,,,,,,,,,,,,,6.88,,4409.997,4409.997,,
651,,,,,,,,,,,,,,,,,75.679,75.679,6.88,,61.919,61.919,,,6.88,,6.88,,,,6.88,,13.76,,68.799,68.799,,,13.76,,,,,,,,178.877,178.877,6.88,,158.237,158.237,6.88,,,,,,,,,,,,,,6.88,,96.318,96.318,,
652,,,,,,,,,,,,,,,,,20.64,,6.88,,6.88,,,,6.88,,6.88,,,,13.76,,6.88,,20.64,,,,13.76,,,,,,,,123.838,123.838,48.159,48.159,6.88,,123.838,123.838,,,,,,,,,,,,,13.76,,20.64,,,
653,,,,,,,,,,,,,,,,,61.919,61.919,564.149,564.149,6.88,,,,6.88,,13.76,,,,6.88,,20.64,,41.279,41.279,,,6.88,,,,,,,,1176.458,1176.458,20.64,,6.88,,123.838,123.838,,,,,,,,,,,,,13.76,,13.76,,,
654,,,,,,,,,,,,,,,,,13.76,,13.76,,6.88,,,,6.88,,13.76,,,,13.76,,34.399,34.399,6.88,,,,6.88,,,,,,,,13.76,,233.916,233.916,6.88,,6.88,,,,,,,,,,,,,,61.919,61.919,13.76,,,
655,,,,,,,,,,,,,,,,,20.64,,68.799,68.799,20.64,,,,41.279,41.279,6.88,,,,27.519,,6.88,,165.117,165.117,,,6.88,,,,,,,,247.675,247.675,206.396,206.396,1603.01,1603.01,268.315,268.315,,,,,,,,,,,,,6.88,,6.88,,,
656,,,,,,,,,,,,,,,,,20.64,,6.88,,27.519,,,,185.757,185.757,6.88,,,,20.64,,6.88,,34.399,34.399,,,6.88,,,,,,,,557.27,557.27,6.88,,323.354,323.354,6.88,,,,,,,,,,,,,,41.279,41.279,41.279,41.279,,
657,,,,,,,,,,,,,,,,,89.438,89.438,20.64,,6.88,,,,34.399,34.399,20.64,,,,82.558,82.558,6.88,,27.519,,,,13.76,,,,,,,,61.919,61.919,103.198,103.198,6.88,,6.88,,,,,,,,,,,,,,6.88,,6.88,,,
658,,,,,,,,,,,,,,,,,240.795,240.795,6.88,,220.156,220.156,,,55.039,55.039,123.838,123.838,,,13.76,,6.88,,13.76,,,,48.159,48.159,,,,,,,364.633,364.633,6.88,,6.88,,27.519,,,,,,,,,,,,,,6.88,,6.88,,,
659,,,,,,,,,,,,,,,,,27.519,,13.76,,6.88,,,,6.88,,908.143,908.143,,,20.64,,6.88,,34.399,34.399,,,13.76,,,,,,,,61.919,61.919,48.159,48.159,6.88,,6.88,,,,,,,,,,,,,,20.64,,6.88,,,
660,,,,,,,,,,,,,,,,,13.76,,34.399,34.399,34.399,34.399,,,13.76,,151.357,151.357,,,34.399,34.399,6.88,,20.64,,,,13.76,,,,,,,,990.701,990.701,6.88,,13.76,,13.76,,,,,,,,,,,,,,660.468,660.468,6.88,,,
661,,,,,,,,,,,,,,,,,275.195,275.195,13.76,,13.76,,,,20.64,,75.679,75.679,,,13.76,,158.237,158.237,20.64,,,,6.88,,,,,,,,61.919,61.919,6.88,,288.955,288.955,27.519,,,,,,,,,,,,,,27.519,,6.88,,,
662,,,,,,,,,,,,,,,,,199.516,199.516,6.88,,55.039,55.039,,,6.88,,13.76,,,,13.76,,6.88,,6.88,,,,6.88,,,,,,,,123.838,123.838,55.039,55.039,6.88,,34.399,34.399,,,,,,,,,,,,,13.76,,13.76,,,
663,,,,,,,,,,,,,,,,,6.88,,6.88,,6.88,,,,96.318,96.318,6.88,,,,82.558,82.558,13.76,,6.88,,,,,,,,,,,,61.919,61.919,13.76,,20.64,,6.88,,,,,,,,,,,,,,6.88,,6.88,,,
664,,,,,,,,,,,,,,,,,6.88,,13.76,,6.88,,,,13.76,,6.88,,,,13.76,,6.88,,6.88,,,,,,,,,,,,61.919,61.919,75.679,75.679,27.519,,6.88,,,,,,,,,,,,,,6.88,,34.399,34.399,,
665,,,,,,,,,,,,,,,,,6.88,,13.76,,13.76,,,,34.399,34.399,144.477,144.477,,,206.396,206.396,13.76,,13.76,,,,,,,,,,,,61.919,61.919,6.88,,13.76,,13.76,,,,,,,,,,,,,,6.88,,6.88,,,
666,,,,,,,,,,,,,,,,,151.357,151.357,20.64,,48.159,48.159,,,6.88,,123.838,123.838,,,27.519,,220.156,220.156,20.64,,,,,,,,,,,,6.88,,254.555,254.555,13.76,,55.039,55.039,,,,,,,,,,,,,13.76,,55.039,55.039,,
667,,,,,,,,,,,,,,,,,6.88,,213.276,213.276,27.519,,,,20.64,,6.88,,,,6.88,,55.039,55.039,6.88,,,,,,,,,,,,619.188,619.188,6.88,,41.279,41.279,13.76,,,,,,,,,,,,,,6.88,,13.76,,,
668,,,,,,,,,,,,,,,,,6.88,,13.76,,20.64,,,,240.795,240.795,6.88,,,,13.76,,6.88,,6.88,,,,,,,,,,,,123.838,123.838,6.88,,6.88,,6.88,,,,,,,,,,,,,,6.88,,13.76,,,
669,,,,,,,,,,,,,,,,,13.76,,13.76,,2022.682,2022.682,,,192.636,192.636,13.76,,,,61.919,61.919,27.519,,13.76,,,,,,,,,,,,61.919,61.919,13.76,,13.76,,178.877,178.877,,,,,,,,,,,,,34.399,34.399,6.88,,,
670,,,,,,,,,,,,,,,,,27.519,,6.88,,6.88,,,,6.88,,20.64,,,,6.88,,116.958,116.958,20.64,,,,,,,,,,,,61.919,61.919,6.88,,6.88,,20.64,,,,,,,,,,,,,,743.026,743.026,144.477,144.477,,
671,,,,,,,,,,,,,,,,,6.88,,6.88,,6.88,,,,48.159,48.159,27.519,,,,6.88,,206.396,206.396,6.88,,,,,,,,,,,,1527.331,1527.331,6.88,,6.88,,6.88,,,,,,,,,,,,,,6.88,,6.88,,,
672,,,,,,,,,,,,,,,,,41.279,41.279,13.76,,6.88,,,,20.64,,6.88,,,,34.399,34.399,13.76,,6.88,,,,,,,,,,,,5806.611,5806.611,6.88,,13.76,,227.036,227.036,,,,,,,,,,,,,674.227,674.227,27.519,,,
673,,,,,,,,,,,,,,,,,27.519,,137.597,137.597,20.64,,,,6.88,,27.519,,,,6.88,,6.88,,6.88,,,,,,,,,,,,61.919,61.919,6.88,,6.88,,20.64,,,,,,,,,,,,,,27.519,,75.679,75.679,,
674,,,,,,,,,,,,,,,,,13.76,,6.88,,13.76,,,,1073.26,1073.26,6.88,,,,41.279,41.279,41.279,41.279,13.76,,,,,,,,,,,,61.919,61.919,13.76,,6.88,,6.88,,,,,,,,,,,,,,6.88,,6.88,,,
675,,,,,,,,,,,,,,,,,41.279,41.279,13.76,,6.88,,,,27.519,,61.919,61.919,,,6.88,,6.88,,6.88,,,,,,,,,,,,61.919,61.919,27.519,,41.279,41.279,6.88,,,,,,,,,,,,,,13.76,,199.516,199.516,,
676,,,,,,,,,,,,,,,,,6.88,,20.64,,6.88,,,,13.76,,6.88,,,,6.88,,6.88,,6.88,,,,,,,,,,,,2848.267,2848.267,34.399,34.399,233.916,233.916,110.078,110.078,,,,,,,,,,,,,20.64,,13.76,,,
677,,,,,,,,,,,,,,,,,48.159,48.159,6.88,,13.76,,,,20.64,,13.76,,,,20.64,,55.039,55.039,6.88,,,,,,,,,,,,743.026,743.026,598.549,598.549,13.76,,41.279,41.279,,,,,,,,,,,,,6.88,,6.88,,,
678,,,,,,,,,,,,,,,,,20.64,,61.919,61.919,6.88,,,,116.958,116.958,6.88,,,,1259.016,1259.016,27.519,,6.88,,,,,,,,,,,,495.351,495.351,6.88,,6.88,,6.88,,,,,,,,,,,,,,6.88,,68.799,68.799,,
679,,,,,,,,,,,,,,,,,13.76,,34.399,34.399,27.519,,,,123.838,123.838,6.88,,,,20.64,,6.88,,447.192,447.192,,,,,,,,,,,1527.331,1527.331,6.88,,6.88,,151.357,151.357,,,,,,,,,,,,,6.88,,13.76,,,
680,,,,,,,,,,,,,,,,,440.312,440.312,6.88,,522.87,522.87,,,6.88,,55.039,55.039,,,6.88,,55.039,55.039,13.76,,,,,,,,,,,,743.026,743.026,34.399,34.399,6.88,,34.399,34.399,,,,,,,,,,,,,6.88,,20.64,,,
681,,,,,,,,,,,,,,,,,6.88,,6.88,,55.039,55.039,,,96.318,96.318,20.64,,,,6.88,,41.279,41.279,13.76,,,,,,,,,,,,185.757,185.757,6.88,,151.357,151.357,6.88,,,,,,,,,,,,,,6.88,,6.88,,,
682,,,,,,,,,,,,,,,,,6.88,,6.88,,6.88,,,,6.88,,20.64,,,,20.64,,6.88,,55.039,55.039,,,,,,,,,,,61.919,61.919,27.519,,20.64,,6.88,,,,,,,,,,,,,,20.64,,6.88,,,
683,,,,,,,,,,,,,,,,,34.399,34.399,123.838,123.838,6.88,,,,144.477,144.477,392.153,392.153,,,6.88,,27.519,,6.88,,,,,,,,,,,,419.672,419.672,34.399,34.399,6.88,,6.88,,,,,,,,,,,,,,13.76,,20.64,,,
684,,,,,,,,,,,,,,,,,151.357,151.357,6.88,,6.88,,,,6.88,,6.88,,,,13.76,,178.877,178.877,6.88,,,,,,,,,,,,61.919,61.919,970.062,970.062,13.76,,6.88,,,,,,,,,,,,,,6.88,,715.507,715.507,,
685,,,,,,,,,,,,,,,,,839.344,839.344,6.88,,27.519,,,,13.76,,55.039,55.039,,,502.231,502.231,6.88,,6.88,,,,,,,,,,,,61.919,61.919,6.88,,89.438,89.438,316.474,316.474,,,,,,,,,,,,,20.64,,6.88,,,
686,,,,,,,,,,,,,,,,,13.76,,206.396,206.396,6.88,,,,20.64,,27.519,,,,20.64,,34.399,34.399,433.432,433.432,,,,,,,,,,,61.919,61.919,6.88,,6.88,,1637.409,1637.409,,,,,,,,,,,,,13.76,,2036.442,2036.442,,
687,,,,,,,,,,,,,,,,,13.76,,20.64,,27.519,,,,20.64,,6.88,,,,13.76,,247.675,247.675,13.76,,,,,,,,,,,,61.919,61.919,6.88,,75.679,75.679,20.64,,,,,,,,,,,,,,6.88,,6.88,,,
688,,,,,,,,,,,,,,,,,6.88,,20.64,,6.88,,,,399.033,399.033,6.88,,,,13.76,,6.88,,6.88,,,,,,,,,,,,61.919,61.919,6.88,,27.519,,27.519,,,,,,,,,,,,,,6.88,,13.76,,,
689,,,,,,,,,,,,,,,,,20.64,,6.88,,13.76,,,,667.347,667.347,20.64,,,,13.76,,6.88,,55.039,55.039,,,,,,,,,,,61.919,61.919,20.64,,27.519,,6.88,,,,,,,,,,,,,,6.88,,13.76,,,
690,,,,,,,,,,,,,,,,,41.279,41.279,41.279,41.279,48.159,48.159,,,27.519,,6.88,,,,13.76,,185.757,185.757,268.315,268.315,,,,,,,,,,,61.919,61.919,13.76,,330.234,330.234,1988.283,1988.283,,,,,,,,,,,,,27.519,,6.88,,,
691,,,,,,,,,,,,,,,,,13.76,,6.88,,6.88,,,,89.438,89.438,41.279,41.279,,,55.039,55.039,41.279,41.279,6.88,,,,,,,,,,,,4547.595,4547.595,89.438,89.438,6.88,,6.88,,,,,,,,,,,,,,48.159,48.159,6.88,,,
692,,,,,,,,,,,,,,,,,6.88,,6.88,,6.88,,,,20.64,,6.88,,,,6.88,,13.76,,13.76,,,,,,,,,,,,185.757,185.757,6.88,,6.88,,110.078,110.078,,,,,,,,,,,,,27.519,,8338.404,8338.404,,
693,,,,,,,,,,,,,,,,,27.519,,13.76,,6.88,,,,6.88,,6.88,,,,13.76,,6.88,,27.519,,,,,,,,,,,,247.675,247.675,13.76,,6.88,,474.711,474.711,,,,,,,,,,,,,6.88,,6.88,,,
694,,,,,,,,,,,,,,,,,185.757,185.757,13.76,,20.64,,,,82.558,82.558,82.558,82.558,,,6.88,,41.279,41.279,13.76,,,,,,,,,,,,1382.854,1382.854,20.64,,6.88,,96.318,96.318,,,,,,,,,,,,,213.276,213.276,13.76,,,
695,,,,,,,,,,,,,,,,,6.88,,6.88,,6.88,,,,13.76,,6.88,,,,20.64,,13.76,,13.76,,,,,,,,,,,,61.919,61.919,275.195,275.195,715.507,715.507,13.76,,,,,,,,,,,,,,82.558,82.558,123.838,123.838,,
696,,,,,,,,,,,,,,,,,103.198,103.198,20.64,,75.679,75.679,,,6.88,,6.88,,,,20.64,,6.88,,110.078,110.078,,,,,,,,,,,488.471,488.471,6.88,,6.88,,674.227,674.227,,,,,,,,,,,,,48.159,48.159,20.64,,,
697,,,,,,,,,,,,,,,,,6.88,,48.159,48.159,13.76,,,,6.88,,110.078,110.078,,,13.76,,61.919,61.919,13.76,,,,,,,,,,,,55.039,55.039,20.64,,6.88,,20.64,,,,,,,,,,,,,,6.88,,75.679,75.679,,
698,,,,,,,,,,,,,,,,,13.76,,13.76,,68.799,68.799,,,777.425,777.425,6.88,,,,27.519,,6.88,,6.88,,,,,,,,,,,,103.198,103.198,6.88,,55.039,55.039,68.799,68.799,,,,,,,,,,,,,6.88,,6.88,,,
699,,,,,,,,,,,,,,,,,6.88,,48.159,48.159,6.88,,,,34.399,34.399,82.558,82.558,,,6.88,,282.075,282.075,13.76,,,,,,,,,,,,103.198,103.198,13.76,,20.64,,6.88,,,,,,,,,,,,,,6.88,,13.76,,,
700,,,,,,,,,,,,,,,,,61.919,61.919,6.88,,206.396,206.396,,,27.519,,13.76,,,,6.88,,6.88,,378.393,378.393,,,,,,,,,,,61.919,61.919,5847.89,5847.89,6.88,,6.88,,,,,,,,,,,,,,82.558,82.558,20.64,,,
701,,,,,,,,,,,,,,,,,27.519,,199.516,199.516,13.76,,,,6.88,,13.76,,,,6.88,,41.279,41.279,20.64,,,,,,,,,,,,41.279,41.279,6.88,,13.76,,6.88,,,,,,,,,,,,,,55.039,55.039,68.799,68.799,,
702,,,,,,,,,,,,,,,,,199.516,199.516,6.88,,6.88,,,,13.76,,6.88,,,,6.88,,116.958,116.958,6.88,,,,,,,,,,,,137.597,137.597,20.64,,89.438,89.438,6.88,,,,,,,,,,,,,,13.76,,144.477,144.477,,
703,,,,,,,,,,,,,,,,,144.477,144.477,6.88,,96.318,96.318,,,178.877,178.877,20.64,,,,6.88,,6.88,,6.88,,,,,,,,,,,,13.76,,13.76,,27.519,,6.88,,,,,,,,,,,,,,20.64,,6.88,,,
704,,,,,,,,,,,,,,,,,27.519,,27.519,,6.88,,,,20.64,,6.88,,,,27.519,,27.519,,27.519,,,,,,,,,,,,130.718,130.718,770.546,770.546,6.88,,13.76,,,,,,,,,,,,,,34.399,34.399,34.399,34.399,,
705,,,,,,,,,,,,,,,,,96.318,96.318,6.88,,116.958,116.958,,,6.88,,6.88,,,,6.88,,27.519,,11730.18,11730.18,,,,,,,,,,,309.594,309.594,13.76,,6.88,,68.799,68.799,,,,,,,,,,,,,763.666,763.666,6.88,,,
706,,,,,,,,,,,,,,,,,20.64,,6.88,,75.679,75.679,,,2978.984,2978.984,6.88,,,,13.76,,6.88,,584.789,584.789,,,,,,,,,,,61.919,61.919,27.519,,13.76,,254.555,254.555,,,,,,,,,,,,,6.88,,6.88,,,
